,Airline,Market_leg,NS_fc,SLFFC,OB%,cost_ratio
1615,5J,CGYMNL,5.0,1.008,6.36,1.5290280495759947
1616,5J,CGYMNL,3.6999999999999997,0.822,6.36,1.5290280495759947
1617,5J,CGYMNL,5.0,0.864,7.63,1.5290280495759947
1618,5J,CGYMNL,2.7,0.869,4.66,1.5290280495759947
1619,5J,CGYMNL,4.2,0.864,6.36,1.5290280495759947
1620,5J,CGYMNL,5.5,0.996,5.93,1.5290280495759947
1621,5J,CGYMNL,3.5000000000000004,0.814,5.51,1.5290280495759947
1622,5J,CGYMNL,4.1000000000000005,0.898,7.2,1.5290280495759947
1623,5J,CRKCEB,5.6000000000000005,0.783,2.61,0.35280745624005455
1625,5J,CRKCEB,6.7,0.744,3.33,0.35280745624005455
1648,5J,CRKILO,2.3,0.581,2.97,0.5711159737417943
1649,5J,CRKILO,2.4,0.581,2.97,0.5711159737417943
1650,5J,CRKILO,1.9,0.564,2.54,0.5711159737417943
1651,5J,CRKILO,3.3000000000000003,0.568,4.24,0.5711159737417943
1652,5J,CRKILO,2.4,0.559,2.97,0.5711159737417943
1653,5J,CRKILO,2.4,0.614,2.54,0.5711159737417943
1655,5J,CRKMPH,3.2,0.767,4.44,1.1302246919545784
1656,5J,CRKMPH,5.1,0.906,6.11,1.1302246919545784
1658,5J,CRKMPH,3.4000000000000004,0.833,5.0,1.1302246919545784
1662,5J,CRKPPS,2.3,0.508,5.08,0.9068736141906873
1665,5J,CYZMNL,6.6000000000000005,0.822,7.78,1.1534724206916263
1666,5J,CYZMNL,7.3999999999999995,0.861,7.22,1.1534724206916263
1667,5J,CYZMNL,7.000000000000001,0.717,8.89,1.1534724206916263
1668,5J,CYZMNL,6.800000000000001,0.9,7.78,1.1534724206916263
1669,5J,CYZMNL,7.3999999999999995,0.917,8.33,1.1534724206916263
1670,5J,CYZMNL,5.5,0.739,7.22,1.1534724206916263
1671,5J,CYZMNL,1.4000000000000001,0.622,2.22,1.1534724206916263
1672,5J,CYZMNL,6.1,0.85,8.33,1.1534724206916263
1673,5J,CYZMNL,5.1,0.678,7.78,1.1534724206916263
1674,5J,CYZMNL,7.000000000000001,0.811,7.78,1.1534724206916263
1675,5J,CYZMNL,6.4,0.867,6.67,1.1534724206916263
1720,5J,DRPMNL,4.9,0.822,6.36,1.2387442200048673
1721,5J,DRPMNL,8.0,0.792,8.9,1.2387442200048673
1722,5J,DRPMNL,7.199999999999999,0.979,7.63,1.2387442200048673
1723,5J,DRPMNL,5.1,0.881,5.93,1.2387442200048673
1724,5J,DRPMNL,2.1,0.839,2.97,1.2387442200048673
1725,5J,DRPMNL,1.7999999999999998,0.78,3.81,1.2387442200048673
1726,5J,DRPMNL,5.2,0.763,6.78,1.2387442200048673
1727,5J,DRPMNL,7.5,0.737,8.9,1.2387442200048673
1729,5J,DRPMNL,5.7,0.883,6.91,1.2387442200048673
1730,5J,DRPMNL,4.3,0.805,6.36,1.2387442200048673
1731,5J,DRPMNL,3.5000000000000004,0.809,4.66,1.2387442200048673
1746,5J,DVOCEB,6.9,0.948,2.61,0.8976046327981048
1747,5J,DVOCEB,7.000000000000001,0.961,6.11,0.8976046327981048
1748,5J,DVOCEB,4.3,0.957,7.39,0.8976046327981048
1749,5J,DVOCEB,6.3,0.948,8.7,0.8976046327981048
1750,5J,DVOCEB,6.2,0.943,8.7,0.8976046327981048
1751,5J,DVOCEB,8.4,0.961,7.22,0.8976046327981048
1752,5J,DVOCEB,5.800000000000001,0.831,7.2,0.8976046327981048
1753,5J,DVOCEB,6.9,0.945,6.36,0.8976046327981048
1754,5J,DVOCEB,6.4,0.945,6.78,0.8976046327981048
1755,5J,DVOCEB,6.1,0.852,6.78,0.8976046327981048
1756,5J,DVOCEB,4.8,0.953,5.08,0.8976046327981048
1757,5J,DVOCEB,6.3,0.712,8.05,0.8976046327981048
1758,5J,DVOCEB,5.1,0.831,6.36,0.8976046327981048
1759,5J,DVOCEB,7.7,0.758,8.05,0.8976046327981048
1760,5J,DVOCEB,5.8999999999999995,0.873,4.24,0.8976046327981048
1761,5J,DVOCEB,6.3,0.987,6.36,0.8976046327981048
1762,5J,DVOCEB,8.1,0.966,8.05,0.8976046327981048
1763,5J,DVOCEB,4.6,0.987,4.24,0.8976046327981048
1764,5J,DVOCEB,7.199999999999999,0.864,7.2,0.8976046327981048
1765,5J,DVOCEB,10.0,0.953,8.47,0.8976046327981048
1766,5J,DVOCEB,6.5,0.983,6.11,0.8976046327981048
1768,5J,DVOCEB,7.199999999999999,0.844,7.22,0.8976046327981048
1769,5J,DVOCEB,6.6000000000000005,0.902,6.9,0.8976046327981048
1792,5J,DVOMNL,7.1,0.953,8.9,1.5526573838007451
1793,5J,DVOMNL,3.8,0.93,7.83,1.5526573838007451
1794,5J,DVOMNL,5.7,0.881,7.2,1.5526573838007451
1795,5J,DVOMNL,4.9,0.894,5.51,1.5526573838007451
1796,5J,DVOMNL,5.1,1.004,6.78,1.5526573838007451
1797,5J,DVOMNL,6.5,1.017,8.47,1.5526573838007451
1798,5J,DVOMNL,4.2,0.983,5.51,1.5526573838007451
1799,5J,DVOMNL,6.800000000000001,0.953,8.9,1.5526573838007451
1800,5J,DVOMNL,5.8999999999999995,0.962,8.05,1.5526573838007451
1801,5J,DVOMNL,2.0,0.936,4.24,1.5526573838007451
1802,5J,DVOMNL,3.8,0.939,6.11,1.5526573838007451
1803,5J,DVOMNL,3.9,0.95,5.56,1.5526573838007451
1804,5J,DVOMNL,4.9,0.89,6.36,1.5526573838007451
1805,5J,DVOMNL,3.3000000000000003,0.818,6.36,1.5526573838007451
1806,5J,DVOMNL,7.6,0.941,8.9,1.5526573838007451
1807,5J,DVOMNL,4.8,0.915,6.78,1.5526573838007451
1808,5J,DVOMNL,6.4,1.0,8.9,1.5526573838007451
1809,5J,DVOMNL,4.3999999999999995,0.983,6.78,1.5526573838007451
1810,5J,DVOMNL,2.6,0.553,6.1,1.5526573838007451
1811,5J,DVOMNL,1.7000000000000002,0.599,5.23,1.5526573838007451
1812,5J,DVOMNL,2.3,0.775,6.36,1.5526573838007451
1813,5J,DVOMNL,5.3,0.835,7.63,1.5526573838007451
1814,5J,DVOMNL,3.6999999999999997,0.792,6.36,1.5526573838007451
1815,5J,DVOMNL,6.9,0.903,8.9,1.5526573838007451
1816,5J,DVOMNL,3.9,0.968,6.38,1.5526573838007451
1817,5J,DVOMNL,4.2,0.795,6.1,1.5526573838007451
1818,5J,DVOMNL,8.5,0.922,8.93,1.5526573838007451
1819,5J,DVOMNL,4.9,0.792,8.9,1.5526573838007451
1820,5J,DVOMNL,3.9,0.782,6.32,1.5526573838007451
1821,5J,DVOMNL,3.5000000000000004,0.928,6.97,1.5526573838007451
1822,5J,DVOMNL,5.5,0.928,4.66,1.5526573838007451
1823,5J,DVOMNL,2.5,0.978,3.33,1.5526573838007451
1824,5J,DVOMNL,5.0,0.894,5.93,1.5526573838007451
1825,5J,DVOMNL,5.7,0.706,8.93,1.5526573838007451
1826,5J,DVOMNL,5.3,0.932,7.63,1.5526573838007451
1827,5J,DVOMNL,3.9,0.846,7.98,1.5526573838007451
1829,5J,DVOMNL,4.3999999999999995,1.006,5.56,1.5526573838007451
1830,5J,DVOMNL,5.6000000000000005,0.967,8.33,1.5526573838007451
1831,5J,DVOMNL,3.5999999999999996,0.894,5.85,1.5526573838007451
1832,5J,DVOMNL,4.2,0.969,8.76,1.5526573838007451
1833,5J,DVOMNL,4.7,0.902,4.12,1.5526573838007451
1834,5J,DVOMNL,3.3000000000000003,0.972,3.89,1.5526573838007451
1835,5J,DVOMNL,3.8,0.818,5.93,1.5526573838007451
1836,5J,DVOMNL,3.5999999999999996,0.839,7.83,1.5526573838007451
1837,5J,DVOMNL,4.9,0.984,7.53,1.5526573838007451
1838,5J,DVOMNL,5.3,0.933,7.22,1.5526573838007451
1839,5J,DVOMNL,3.4000000000000004,0.871,5.15,1.5526573838007451
1840,5J,DVOMNL,5.0,0.871,7.22,1.5526573838007451
1841,5J,DVOMNL,1.0,0.936,2.13,1.5526573838007451
1842,5J,DVOMNL,3.9,0.894,5.08,1.5526573838007451
1843,5J,DVOMNL,5.0,0.903,6.99,1.5526573838007451
1865,5J,DVOZAM,4.7,0.742,4.84,0.8448229251148959
1867,5J,DVOZAM,3.6999999999999997,0.801,4.84,0.8448229251148959
1869,5J,DVOZAM,4.5,0.957,4.84,0.8448229251148959
1870,5J,DVOZAM,4.8,0.957,4.3,0.8448229251148959
1897,5J,GESCEB,6.6000000000000005,0.739,6.67,0.8478964401294499
1899,5J,GESCEB,2.3,0.989,2.78,0.8478964401294499
1900,5J,GESCEB,8.3,0.956,6.67,0.8478964401294499
1903,5J,GESCEB,7.3,0.906,6.67,0.8478964401294499
1904,5J,GESCEB,4.5,0.704,5.65,0.8478964401294499
1905,5J,GESCEB,3.3000000000000003,0.761,5.0,0.8478964401294499
1906,5J,GESCEB,6.3,0.961,5.22,0.8478964401294499
1907,5J,GESCEB,5.5,0.756,5.0,0.8478964401294499
1908,5J,GESCEB,4.3,0.917,4.35,0.8478964401294499
1909,5J,GESCEB,7.3,0.971,5.75,0.8478964401294499
1910,5J,GESCEB,6.800000000000001,0.978,5.22,0.8478964401294499
1911,5J,GESCEB,5.2,0.994,5.17,0.8478964401294499
1923,5J,GESMNL,4.3,0.874,6.09,1.4913446406714461
1935,5J,GESMNL,5.6000000000000005,0.877,8.05,1.4913446406714461
1936,5J,GESMNL,2.7,0.822,4.24,1.4913446406714461
1937,5J,GESMNL,2.8000000000000003,0.886,5.08,1.4913446406714461
1938,5J,GESMNL,3.3000000000000003,0.932,4.66,1.4913446406714461
1939,5J,GESMNL,2.7,0.953,3.81,1.4913446406714461
1940,5J,GESMNL,4.3999999999999995,0.852,6.78,1.4913446406714461
1941,5J,GESMNL,5.7,0.979,7.2,1.4913446406714461
1942,5J,GESMNL,4.2,0.914,6.45,1.4913446406714461
1943,5J,GESMNL,3.1,0.953,4.24,1.4913446406714461
1944,5J,GESMNL,7.7,0.911,8.9,1.4913446406714461
1945,5J,GESMNL,3.0,0.869,5.08,1.4913446406714461
1946,5J,GESMNL,5.7,0.769,6.99,1.4913446406714461
1947,5J,GESMNL,1.7999999999999998,0.883,3.33,1.4913446406714461
1948,5J,GESMNL,6.800000000000001,0.966,8.05,1.4913446406714461
1949,5J,GESMNL,4.3,0.869,5.93,1.4913446406714461
1950,5J,GESMNL,3.5999999999999996,0.949,4.66,1.4913446406714461
1951,5J,GESMNL,5.7,0.958,7.63,1.4913446406714461
1952,5J,GESMNL,4.9,0.877,6.78,1.4913446406714461
1953,5J,GESMNL,4.3,1.004,5.08,1.4913446406714461
1954,5J,GESMNL,3.0,0.924,4.66,1.4913446406714461
1955,5J,GESMNL,3.5000000000000004,0.818,5.93,1.4913446406714461
1956,5J,GESMNL,2.4,0.835,4.66,1.4913446406714461
1957,5J,GESMNL,3.4000000000000004,0.826,5.93,1.4913446406714461
1958,5J,GESMNL,5.2,0.831,7.2,1.4913446406714461
1959,5J,GESMNL,5.3,0.928,6.78,1.4913446406714461
1960,5J,GESMNL,3.9,0.86,5.51,1.4913446406714461
1961,5J,GESMNL,3.1,0.826,4.66,1.4913446406714461
1962,5J,HANMNL,3.1,0.758,2.97,0.6893413821064961
1963,5J,HANMNL,2.6,0.907,2.12,0.6893413821064961
1964,5J,HANMNL,5.5,0.72,5.08,0.6893413821064961
1965,5J,HANMNL,2.1999999999999997,0.797,2.54,0.6893413821064961
1966,5J,HANMNL,2.3,0.742,2.12,0.6893413821064961
1968,5J,HANMNL,2.1,0.822,2.12,0.6893413821064961
1969,5J,HANMNL,2.8000000000000003,0.767,2.54,0.6893413821064961
1970,5J,HANMNL,4.0,0.826,3.81,0.6893413821064961
1971,5J,HANMNL,3.6999999999999997,0.746,3.39,0.6893413821064961
1972,5J,HANMNL,2.3,0.78,2.54,0.6893413821064961
1984,5J,HKGCEB,0.6,0.472,1.11,0.7146841042407924
1985,5J,HKGCEB,2.9000000000000004,0.561,3.33,0.7146841042407924
1986,5J,HKGCEB,2.1,0.439,3.33,0.7146841042407924
1998,5J,HKGCRK,4.9,0.922,3.89,0.9659262704965693
1999,5J,HKGCRK,4.8,0.917,3.89,0.9659262704965693
2000,5J,HKGCRK,2.9000000000000004,0.898,4.3,0.9659262704965693
2001,5J,HKGCRK,0.8999999999999999,0.876,1.61,0.9659262704965693
2002,5J,HKGCRK,5.1,0.892,4.3,0.9659262704965693
2003,5J,HKGCRK,4.3,0.833,4.84,0.9659262704965693
2004,5J,HKGMNL,3.4000000000000004,0.802,2.18,0.570409312805107
2005,5J,HKGMNL,3.9,0.791,2.61,0.570409312805107
2006,5J,HKGMNL,5.800000000000001,0.832,3.7,0.570409312805107
2007,5J,HKGMNL,3.4000000000000004,0.702,2.61,0.570409312805107
2008,5J,HKGMNL,3.0,0.708,2.4,0.570409312805107
2009,5J,HKGMNL,2.7,0.778,2.18,0.570409312805107
2010,5J,HKGMNL,2.8000000000000003,0.83,2.18,0.570409312805107
2011,5J,HKGMNL,3.8,0.802,2.4,0.570409312805107
2012,5J,HKGMNL,4.5,0.871,2.83,0.570409312805107
2013,5J,HKGMNL,6.0,0.817,4.14,0.570409312805107
2014,5J,HKGMNL,4.1000000000000005,0.821,2.83,0.570409312805107
2016,5J,HKGMNL,5.7,0.756,4.14,0.570409312805107
2018,5J,HKGMNL,4.3999999999999995,0.767,3.05,0.570409312805107
2020,5J,HKGMNL,2.1999999999999997,0.911,1.53,0.570409312805107
2021,5J,HKGMNL,1.7999999999999998,0.682,3.92,0.570409312805107
2023,5J,HKGMNL,3.9,0.763,2.61,0.570409312805107
2025,5J,HKGMNL,3.9,0.717,3.05,0.570409312805107
2028,5J,HKGMNL,4.5,0.728,3.49,0.570409312805107
2029,5J,HKGMNL,3.4000000000000004,0.734,3.05,0.570409312805107
2030,5J,HKGMNL,4.2,0.582,4.14,0.570409312805107
2031,5J,HKGMNL,3.5999999999999996,0.627,3.27,0.570409312805107
2032,5J,HKGMNL,4.5,0.739,3.27,0.570409312805107
2033,5J,HKGMNL,4.5,0.769,2.61,0.570409312805107
2034,5J,HKGMNL,2.6,0.686,2.4,0.570409312805107
2035,5J,HKGMNL,4.3999999999999995,0.675,3.49,0.570409312805107
2036,5J,HKGMNL,3.5000000000000004,0.706,3.27,0.570409312805107
2037,5J,HKGMNL,5.3,0.758,3.92,0.570409312805107
2038,5J,HKGMNL,3.8,0.68,3.05,0.570409312805107
2039,5J,ILOCEB,6.5,0.567,1.67,0.09669596847529555
2040,5J,ILOCEB,3.9,0.761,0.56,0.09669596847529555
2041,5J,ILOCEB,5.5,0.444,1.11,0.09669596847529555
2042,5J,ILOCEB,8.200000000000001,0.724,1.72,0.09669596847529555
2043,5J,ILOCEB,7.000000000000001,0.672,1.15,0.09669596847529555
2044,5J,ILOCGY,3.5000000000000004,0.711,3.89,0.5316990701606086
2045,5J,ILOCGY,3.2,0.661,3.33,0.5316990701606086
2046,5J,ILOCGY,3.3000000000000003,0.756,2.78,0.5316990701606086
2047,5J,ILOCGY,2.8000000000000003,0.783,3.33,0.5316990701606086
2048,5J,ILOCGY,2.8000000000000003,0.722,3.33,0.5316990701606086
2049,5J,ILOCGY,3.5999999999999996,0.644,2.22,0.5316990701606086
2050,5J,ILOCGY,5.6000000000000005,0.85,5.56,0.5316990701606086
2051,5J,ILOCGY,3.5000000000000004,0.85,3.33,0.5316990701606086
2052,5J,ILOCGY,3.3000000000000003,0.828,2.78,0.5316990701606086
2053,5J,ILOCGY,5.2,0.717,4.44,0.5316990701606086
2054,5J,ILOCGY,3.3000000000000003,0.861,2.78,0.5316990701606086
2055,5J,ILOCRK,3.5000000000000004,0.623,4.24,0.6280087527352297
2056,5J,ILOCRK,3.3000000000000003,0.636,4.66,0.6280087527352297
2057,5J,ILOCRK,2.5,0.585,3.39,0.6280087527352297
2058,5J,ILOCRK,2.9000000000000004,0.572,3.39,0.6280087527352297
2059,5J,ILOCRK,3.2,0.576,3.81,0.6280087527352297
2060,5J,ILOCRK,3.9,0.576,5.08,0.6280087527352297
2083,5J,ILOHKG,2.0,0.594,3.89,0.8031114253965047
2084,5J,ILOHKG,1.7000000000000002,0.556,2.22,0.8031114253965047
2085,5J,ILOHKG,2.6,0.544,2.78,0.8031114253965047
2086,5J,ILOHKG,1.9,0.644,2.78,0.8031114253965047
2087,5J,ILOHKG,1.4000000000000001,0.572,2.22,0.8031114253965047
2088,5J,ILOMNL,4.3999999999999995,0.984,4.26,0.8618283321702721
2089,5J,ILOMNL,4.3,0.984,4.3,0.8618283321702721
2090,5J,ILOMNL,4.2,0.968,3.72,0.8618283321702721
2091,5J,ILOMNL,5.8999999999999995,1.0,6.78,0.8618283321702721
2092,5J,ILOMNL,3.0,1.005,3.19,0.8618283321702721
2093,5J,ILOMNL,6.1,0.968,2.66,0.8618283321702721
2094,5J,ILOMNL,2.3,1.005,2.66,0.8618283321702721
2095,5J,ILOMNL,4.9,0.91,4.79,0.8618283321702721
2096,5J,ILOMNL,4.0,0.984,3.19,0.8618283321702721
2097,5J,ILOMNL,4.2,0.963,3.72,0.8618283321702721
2098,5J,ILOMNL,5.800000000000001,0.989,5.32,0.8618283321702721
2100,5J,ILOMNL,4.1000000000000005,0.733,4.66,0.8618283321702721
2101,5J,ILOMNL,4.3,0.793,4.26,0.8618283321702721
2102,5J,ILOMNL,4.9,0.975,4.24,0.8618283321702721
2103,5J,ILOMNL,5.1,0.894,4.26,0.8618283321702721
2104,5J,ILOMNL,2.8000000000000003,0.729,3.39,0.8618283321702721
2105,5J,ILOMNL,1.7999999999999998,0.686,2.54,0.8618283321702721
2106,5J,ILOMNL,3.5999999999999996,0.72,4.24,0.8618283321702721
2107,5J,ILOMNL,4.0,0.631,5.51,0.8618283321702721
2108,5J,ILOMNL,4.3,0.678,5.08,0.8618283321702721
2109,5J,ILOMNL,3.3000000000000003,0.657,5.08,0.8618283321702721
2110,5J,ILOMNL,4.2,0.672,4.84,0.8618283321702721
2111,5J,ILOMNL,4.2,0.867,4.44,0.8618283321702721
2112,5J,ILOMNL,3.5999999999999996,0.872,3.72,0.8618283321702721
2114,5J,ILOMNL,3.9,0.828,4.3,0.8618283321702721
2115,5J,ILOMNL,3.6999999999999997,0.922,6.52,0.8618283321702721
2116,5J,ILOMNL,4.2,0.638,5.32,0.8618283321702721
2117,5J,ILOMNL,5.1,0.978,7.39,0.8618283321702721
2118,5J,ILOMNL,5.1,0.995,4.79,0.8618283321702721
2119,5J,ILOMNL,5.7,1.004,7.83,0.8618283321702721
2120,5J,ILOMNL,4.0,0.818,4.24,0.8618283321702721
2121,5J,ILOMNL,4.8,0.847,4.66,0.8618283321702721
2122,5J,ILOMNL,3.5999999999999996,0.962,3.81,0.8618283321702721
2123,5J,ILOMNL,2.6,0.792,3.39,0.8618283321702721
2124,5J,ILOMNL,3.4000000000000004,0.958,2.54,0.8618283321702721
2125,5J,ILOMNL,3.0,0.941,2.54,0.8618283321702721
2126,5J,ILOMNL,5.1,0.987,3.81,0.8618283321702721
2127,5J,ILOMNL,4.7,0.966,3.81,0.8618283321702721
2128,5J,ILOMNL,4.3,0.979,4.24,0.8618283321702721
2140,5J,ILOPPS,2.1,0.667,3.89,0.9345026034530008
2141,5J,ILOPPS,2.8000000000000003,0.656,3.33,0.9345026034530008
2142,5J,ILOPPS,2.6,0.594,3.89,0.9345026034530008
2143,5J,ILOPPS,2.8000000000000003,0.7,3.33,0.9345026034530008
2144,5J,ILOPPS,1.4000000000000001,0.578,2.78,0.9345026034530008
2145,5J,ILOPPS,3.1,0.733,3.33,0.9345026034530008
2146,5J,ILOPPS,1.4000000000000001,0.822,2.22,0.9345026034530008
2147,5J,ILOPPS,2.9000000000000004,0.744,5.0,0.9345026034530008
2148,5J,ILOPPS,3.4000000000000004,0.717,4.44,0.9345026034530008
2149,5J,ILOPPS,3.6999999999999997,0.794,4.44,0.9345026034530008
2150,5J,ILOPPS,4.0,0.817,4.44,0.9345026034530008
2157,5J,ILOTAG,2.1999999999999997,0.394,3.89,0.5219721329046088
2158,5J,ILOTAG,1.0,0.333,2.22,0.5219721329046088
2159,5J,ILOTAG,3.6999999999999997,0.322,5.0,0.5219721329046088
2160,5J,ILOTAG,0.7000000000000001,0.183,2.22,0.5219721329046088
2161,5J,ILOTAG,2.8000000000000003,0.483,4.44,0.5219721329046088
2162,5J,ILOTAG,1.7999999999999998,0.378,2.78,0.5219721329046088
2165,5J,KIXMNL,3.5000000000000004,0.778,2.18,0.4340958839435169
2167,5J,MFMMNL,4.2,0.862,4.26,1.2821003088689513
2168,5J,MFMMNL,7.3,0.835,7.45,1.2821003088689513
2169,5J,MFMMNL,7.1,0.78,8.06,1.2821003088689513
2170,5J,MFMMNL,5.0,0.866,6.45,1.2821003088689513
2171,5J,MFMMNL,5.0,0.835,5.85,1.2821003088689513
2172,5J,MFMMNL,3.5000000000000004,0.824,4.79,1.2821003088689513
2173,5J,MFMMNL,2.1,0.941,3.72,1.2821003088689513
2174,5J,MFMMNL,3.1,0.872,3.19,1.2821003088689513
2175,5J,MFMMNL,6.4,0.888,6.38,1.2821003088689513
2176,5J,MFMMNL,8.0,0.91,7.98,1.2821003088689513
2177,5J,MFMMNL,4.9,0.926,6.38,1.2821003088689513
2189,5J,MNLBCD,2.0,0.63,3.91,0.9772158933036955
2190,5J,MNLBCD,2.4,0.627,4.66,0.9772158933036955
2191,5J,MNLBCD,4.3,0.445,8.9,0.9772158933036955
2192,5J,MNLBCD,2.7,0.761,3.48,0.9772158933036955
2193,5J,MNLBCD,3.1,0.778,4.35,0.9772158933036955
2194,5J,MNLBCD,5.8999999999999995,0.814,7.2,0.9772158933036955
2195,5J,MNLBCD,4.2,0.852,5.51,0.9772158933036955
2196,5J,MNLBCD,6.2,1.0,6.96,0.9772158933036955
2197,5J,MNLBCD,4.8,0.983,4.78,0.9772158933036955
2198,5J,MNLBCD,5.0,0.965,5.22,0.9772158933036955
2199,5J,MNLBCD,5.1,1.013,5.65,0.9772158933036955
2200,5J,MNLBCD,4.0,0.878,4.78,0.9772158933036955
2201,5J,MNLBCD,4.1000000000000005,0.961,4.35,0.9772158933036955
2202,5J,MNLBCD,3.5999999999999996,0.991,4.35,0.9772158933036955
2203,5J,MNLBCD,4.7,0.839,6.52,0.9772158933036955
2204,5J,MNLBCD,5.5,0.818,6.36,0.9772158933036955
2205,5J,MNLBCD,4.9,0.874,5.22,0.9772158933036955
2206,5J,MNLBCD,4.0,0.913,4.35,0.9772158933036955
2208,5J,MNLBCD,6.1,0.826,6.36,0.9772158933036955
2209,5J,MNLBCD,5.0,1.0,5.08,0.9772158933036955
2210,5J,MNLBCD,7.000000000000001,1.0,7.2,0.9772158933036955
2211,5J,MNLBCD,5.8999999999999995,0.996,5.08,0.9772158933036955
2212,5J,MNLBCD,5.0,1.006,6.11,0.9772158933036955
2213,5J,MNLBCD,2.6,0.983,2.97,0.9772158933036955
2214,5J,MNLBCD,5.0,0.892,5.67,0.9772158933036955
2215,5J,MNLBCD,5.3,0.734,6.91,0.9772158933036955
2217,5J,MNLBCD,6.9,0.867,8.51,0.9772158933036955
2218,5J,MNLBCD,3.2,0.788,4.24,0.9772158933036955
2219,5J,MNLBCD,5.4,1.0,5.32,0.9772158933036955
2220,5J,MNLBKK,4.2,0.828,3.7,1.0251713675693899
2221,5J,MNLBKK,4.1000000000000005,0.852,4.36,1.0251713675693899
2222,5J,MNLBKK,4.9,0.839,5.66,1.0251713675693899
2223,5J,MNLBKK,2.8000000000000003,0.828,3.27,1.0251713675693899
2224,5J,MNLBKK,3.4000000000000004,0.732,5.01,1.0251713675693899
2225,5J,MNLBKK,2.5,0.97,2.97,1.0251713675693899
2226,5J,MNLBKK,3.2,1.0,3.81,1.0251713675693899
2227,5J,MNLBKK,3.8,0.771,3.7,1.0251713675693899
2228,5J,MNLBKK,4.9,0.83,5.66,1.0251713675693899
2229,5J,MNLBKK,3.6999999999999997,0.828,4.36,1.0251713675693899
2230,5J,MNLBKK,2.7,0.861,3.27,1.0251713675693899
2231,5J,MNLBXU,4.7,0.877,6.78,2.062992125984252
2232,5J,MNLBXU,4.0,0.845,7.47,2.062992125984252
2233,5J,MNLBXU,4.7,0.771,8.9,2.062992125984252
2234,5J,MNLBXU,3.0,0.922,6.67,2.062992125984252
2235,5J,MNLBXU,6.7,0.903,8.9,2.062992125984252
2236,5J,MNLBXU,3.6999999999999997,0.873,6.36,2.062992125984252
2237,5J,MNLBXU,1.0,0.763,2.97,2.062992125984252
2238,5J,MNLBXU,4.3999999999999995,0.78,8.05,2.062992125984252
2239,5J,MNLBXU,5.2,0.844,8.33,2.062992125984252
2240,5J,MNLBXU,4.7,0.792,8.9,2.062992125984252
2241,5J,MNLBXU,3.1,0.911,6.67,2.062992125984252
2253,5J,MNLBXU,5.7,0.843,8.9,2.062992125984252
2254,5J,MNLBXU,4.0,0.775,7.2,2.062992125984252
2255,5J,MNLBXU,2.8000000000000003,0.949,5.08,2.062992125984252
2256,5J,MNLBXU,3.0,0.814,5.93,2.062992125984252
2257,5J,MNLBXU,5.0,0.911,8.05,2.062992125984252
2258,5J,MNLBXU,4.3,0.928,6.78,2.062992125984252
2263,5J,MNLCEB,4.5,0.956,5.0,0.795862696067288
2266,5J,MNLCEB,7.3999999999999995,0.922,6.11,0.795862696067288
2267,5J,MNLCEB,5.4,0.967,5.0,0.795862696067288
2268,5J,MNLCEB,5.2,0.844,5.0,0.795862696067288
2269,5J,MNLCEB,4.7,1.006,5.0,0.795862696067288
2270,5J,MNLCEB,4.2,0.983,3.89,0.795862696067288
2271,5J,MNLCEB,4.1000000000000005,0.939,4.44,0.795862696067288
2272,5J,MNLCEB,5.7,0.644,7.22,0.795862696067288
2279,5J,MNLCEB,4.3,0.913,7.39,0.795862696067288
2280,5J,MNLCEB,5.2,0.956,3.7,0.795862696067288
2281,5J,MNLCEB,4.0,0.599,5.01,0.795862696067288
2282,5J,MNLCEB,5.1,0.641,5.88,0.795862696067288
2284,5J,MNLCEB,5.7,0.824,5.23,0.795862696067288
2287,5J,MNLCEB,3.0,0.625,4.58,0.795862696067288
2288,5J,MNLCEB,3.6999999999999997,0.564,6.1,0.795862696067288
2290,5J,MNLCEB,4.0,0.497,4.79,0.795862696067288
2291,5J,MNLCEB,5.0,0.911,4.66,0.795862696067288
2292,5J,MNLCEB,6.5,0.831,6.36,0.795862696067288
2293,5J,MNLCEB,4.1000000000000005,0.565,2.61,0.795862696067288
2295,5J,MNLCEB,2.8000000000000003,0.805,2.54,0.795862696067288
2296,5J,MNLCEB,3.9,0.619,4.24,0.795862696067288
2297,5J,MNLCEB,6.5,0.809,6.36,0.795862696067288
2301,5J,MNLCEB,4.7,0.715,4.36,0.795862696067288
2302,5J,MNLCEB,14.099999999999998,0.797,8.9,0.795862696067288
2303,5J,MNLCEB,4.1000000000000005,0.597,5.45,0.795862696067288
2304,5J,MNLCEB,4.0,0.913,3.7,0.795862696067288
2305,5J,MNLCEB,5.8999999999999995,0.61,5.66,0.795862696067288
2306,5J,MNLCEB,4.7,0.658,5.45,0.795862696067288
2307,5J,MNLCEB,4.9,0.743,5.01,0.795862696067288
2308,5J,MNLCEB,4.1000000000000005,0.715,4.36,0.795862696067288
2309,5J,MNLCEB,7.9,0.975,5.93,0.795862696067288
2313,5J,MNLCEB,4.1000000000000005,0.843,4.66,0.795862696067288
2314,5J,MNLCEB,5.7,0.856,5.93,0.795862696067288
2315,5J,MNLCEB,5.8999999999999995,0.924,3.39,0.795862696067288
2317,5J,MNLCEB,6.7,0.703,7.2,0.795862696067288
2318,5J,MNLCEB,5.6000000000000005,0.716,5.93,0.795862696067288
