,Airline,Market_leg,NS_fc,SLFFC,OB%,cost_ratio
7239,5J,MNLCEB,4.9,0.728,5.0,0.795862696067288
7240,5J,MNLCEB,7.000000000000001,0.883,6.67,0.795862696067288
7241,5J,MNLCEB,7.1,0.66,7.98,0.795862696067288
7243,5J,MNLDVO,3.2,0.79,5.38,1.2708374191017846
7244,5J,MNLDVO,2.0,0.602,4.66,1.2708374191017846
7248,5J,MNLGES,1.4000000000000001,0.68,3.92,1.5579646791397097
7250,5J,MNLHKG,2.7,0.786,1.96,0.5621479534359745
7251,5J,MNLHKG,3.2,0.876,1.96,0.5621479534359745
7252,5J,MNLHKG,1.7999999999999998,0.664,1.53,0.5621479534359745
7253,5J,MNLHKG,0.7000000000000001,0.758,0.87,0.5621479534359745
7254,5J,MNLHKG,1.6,0.68,1.96,0.5621479534359745
7255,5J,MNLHKG,4.9,0.71,3.92,0.5621479534359745
7257,5J,MNLCEB,6.7,0.903,5.51,0.795862696067288
7258,5J,MNLCEB,5.2,0.911,5.08,0.795862696067288
7259,5J,MNLCEB,7.9,0.876,4.84,0.795862696067288
7260,5J,MNLCEB,4.7,0.843,3.81,0.795862696067288
7261,5J,MNLCEB,4.2,0.725,4.58,0.795862696067288
7262,5J,MNLCEB,3.9,0.769,4.14,0.795862696067288
7264,5J,MNLCEB,5.4,0.674,5.93,0.795862696067288
7275,5J,DVOMNL,4.0,0.775,7.2,1.5526573838007451
7276,5J,DVOMNL,4.1000000000000005,0.915,7.2,1.5526573838007451
7277,5J,DVOMNL,2.9000000000000004,0.817,4.84,1.5526573838007451
7285,5J,GESCEB,4.1000000000000005,0.783,7.83,0.8478964401294499
7287,5J,GESCEB,4.6,0.794,3.33,0.8478964401294499
7290,5J,MNLCGY,6.0,0.957,6.96,1.4785823005001086
7292,5J,MNLCGY,5.2,0.791,6.96,1.4785823005001086
7293,5J,MNLCGY,4.9,0.852,6.96,1.4785823005001086
7294,5J,MNLCGY,2.0,0.9,3.33,1.4785823005001086
7297,5J,MNLCEB,3.4000000000000004,0.771,5.93,0.795862696067288
7298,5J,MNLCEB,4.1000000000000005,0.767,4.66,0.795862696067288
7301,5J,MNLCEB,6.0,0.898,5.08,0.795862696067288
7302,5J,MNLCEB,2.4,0.978,3.33,0.795862696067288
7314,5J,MNLDVO,2.4,0.675,4.64,1.2708374191017846
7315,5J,MNLDVO,1.2,0.814,2.58,1.2708374191017846
7317,5J,MNLDVO,6.1,0.475,3.81,1.2708374191017846
7319,5J,MNLDVO,2.9000000000000004,0.538,5.23,1.2708374191017846
7320,5J,MNLDVO,1.9,0.481,5.45,1.2708374191017846
7321,5J,MNLCGY,5.0,0.978,6.96,1.4785823005001086
7323,5J,MNLCGY,1.9,0.839,3.33,1.4785823005001086
7324,5J,MNLCGY,3.5000000000000004,0.78,6.36,1.4785823005001086
7325,5J,MNLCGY,3.2,0.818,6.78,1.4785823005001086
7326,5J,MNLDAD,2.0,0.568,2.97,0.8977319166326113
7333,5J,MNLDPS,3.5000000000000004,0.758,3.81,0.8990176121780689
7334,5J,MNLDPS,7.3999999999999995,0.886,6.78,0.8990176121780689
7336,5J,MNLPPS,2.1,1.013,2.97,1.1664014548761081
7337,5J,MNLPPS,3.4000000000000004,0.932,4.24,1.1664014548761081
7338,5J,MNLPPS,5.5,0.86,6.45,1.1664014548761081
7339,5J,MNLPPS,4.3,0.77,5.65,1.1664014548761081
7344,5J,MNLSGN,2.5,0.699,2.12,0.5842162590355481
7348,5J,MNLCEB,7.1,0.924,5.93,0.795862696067288
7349,5J,MNLCEB,4.1000000000000005,0.917,3.89,0.795862696067288
7350,5J,MNLCEB,5.4,0.87,2.61,0.795862696067288
7351,5J,MNLCGY,1.2,0.787,1.6,1.4785823005001086
7354,5J,MNLCGY,5.3,0.857,6.09,1.4785823005001086
7355,5J,MNLCGY,2.5,0.757,4.78,1.4785823005001086
7356,5J,MNLCGY,3.1,0.93,5.65,1.4785823005001086
7357,5J,MNLCGY,4.0,0.919,5.51,1.4785823005001086
7359,5J,MNLDAD,1.7999999999999998,0.653,2.97,0.8977319166326113
7360,5J,MNLHKG,3.6999999999999997,0.882,2.4,0.5621479534359745
7361,5J,MNLHKG,2.3,0.824,1.96,0.5621479534359745
7362,5J,MNLHKG,5.0,0.728,3.49,0.5621479534359745
7363,5J,MNLHKG,2.9000000000000004,0.819,1.74,0.5621479534359745
7365,5J,MNLILO,4.5,0.939,7.22,0.8299604559199814
7370,5J,MNLILO,4.2,0.995,3.76,0.8299604559199814
7373,5J,MNLLAO,5.2,0.468,8.6,1.2040453434096465
7379,5J,TACMNL,5.1,0.742,8.25,1.688360950289479
7380,5J,TACMNL,2.3,0.639,4.64,1.688360950289479
7386,5J,MNLDVO,0.3,0.581,1.27,1.2708374191017846
7388,5J,MNLDVO,1.0999999999999999,0.521,3.7,1.2708374191017846
7389,5J,MNLDVO,3.1,0.488,6.97,1.2708374191017846
7391,5J,MNLDVO,1.4000000000000001,0.903,1.61,1.2708374191017846
7392,5J,MNLDVO,3.3000000000000003,0.903,7.53,1.2708374191017846
7397,5J,MNLDVO,0.8999999999999999,0.861,1.3,1.2708374191017846
7398,5J,MNLDVO,4.0,0.877,5.93,1.2708374191017846
7400,5J,MNLDVO,2.1,0.436,1.96,1.2708374191017846
7401,5J,MNLDVO,4.6,0.717,6.1,1.2708374191017846
7402,5J,MNLDVO,3.3000000000000003,0.584,5.45,1.2708374191017846
7404,5J,MNLDVO,5.7,0.932,6.36,1.2708374191017846
7405,5J,MNLDVO,1.4000000000000001,0.555,3.39,1.2708374191017846
7410,5J,MNLTAC,5.7,0.915,7.98,1.6230784587742064
7426,5J,MNLDVO,3.9,0.727,6.19,1.2708374191017846
7428,5J,MNLDVO,2.1999999999999997,0.466,5.01,1.2708374191017846
7429,5J,MNLDVO,2.7,0.577,3.49,1.2708374191017846
7431,5J,MNLDVO,2.3,0.516,4.36,1.2708374191017846
7438,5J,MNLGES,1.0,0.568,2.12,1.5579646791397097
7439,5J,MNLGES,2.8000000000000003,0.697,4.79,1.5579646791397097
7440,5J,MNLHAN,5.1,0.767,5.08,0.8043066942967835
7443,5J,MNLMPH,5.1,0.722,8.89,1.1310689727026464
7448,5J,TACMNL,4.9,0.68,8.76,1.688360950289479
7450,5J,TACMNL,3.5999999999999996,0.747,6.45,1.688360950289479
7451,5J,TACMNL,4.2,0.484,8.6,1.688360950289479
7452,5J,TACMNL,2.8000000000000003,0.72,6.99,1.688360950289479
7455,5J,TAGDVO,5.0,0.752,8.7,0.9465787679017958
7456,5J,TAGDVO,0.8999999999999999,0.479,1.69,0.9465787679017958
7457,5J,TAGDVO,3.3000000000000003,0.708,3.81,0.9465787679017958
7461,5J,TPEMNL,2.6,0.749,1.74,0.6597905922800438
7462,5J,TPEMNL,3.1,0.643,2.4,0.6597905922800438
7464,5J,TPEMNL,4.5,0.754,3.05,0.6597905922800438
7468,5J,TUGMNL,5.7,0.745,7.45,0.9915074309978769
7469,5J,MNLDVO,1.0,0.527,3.23,1.2708374191017846
7472,5J,MNLGES,3.6999999999999997,0.843,5.51,1.5579646791397097
7474,5J,MNLGES,2.6,0.771,4.24,1.5579646791397097
7476,5J,MNLHKG,2.4,0.845,1.53,0.5621479534359745
7477,5J,MNLHKG,2.8000000000000003,0.708,2.4,0.5621479534359745
7478,5J,MNLHKG,3.0,0.843,1.96,0.5621479534359745
7479,5J,MNLHKG,2.9000000000000004,0.725,2.18,0.5621479534359745
7481,5J,MNLHKG,4.6,0.815,3.27,0.5621479534359745
7482,5J,MNLHKG,2.6,0.841,1.74,0.5621479534359745
7483,5J,MNLHKG,2.0,0.824,1.53,0.5621479534359745
7487,5J,MNLCGY,2.6,0.64,5.08,1.4785823005001086
7488,5J,MNLCGY,4.6,0.745,7.98,1.4785823005001086
7489,5J,MNLCGY,0.5,0.817,1.61,1.4785823005001086
7490,5J,MNLCGY,2.8000000000000003,0.87,5.65,1.4785823005001086
7492,5J,MNLCGY,2.8000000000000003,0.945,4.24,1.4785823005001086
7494,5J,MNLCGY,3.9,0.729,7.2,1.4785823005001086
7495,5J,MNLCGY,2.1999999999999997,0.729,3.81,1.4785823005001086
7500,5J,MNLDPS,3.5999999999999996,0.852,3.39,0.8990176121780689
7502,5J,MNLDVO,5.2,0.873,7.2,1.2708374191017846
7503,5J,MNLDVO,1.7999999999999998,0.691,4.24,1.2708374191017846
7505,5J,MNLGES,2.8000000000000003,0.835,4.66,1.5579646791397097
7506,5J,MNLDVO,2.3,0.847,6.36,1.2708374191017846
7507,5J,MNLDVO,0.8,0.555,4.24,1.2708374191017846
7510,5J,MNLGES,4.9,0.939,2.61,1.5579646791397097
7514,5J,MNLGES,0.8999999999999999,0.468,2.83,1.5579646791397097
7515,5J,MNLHKG,2.1,0.797,1.53,0.5621479534359745
7516,5J,MNLHKG,4.8,0.824,3.05,0.5621479534359745
7521,5J,MPHCEB,4.8,0.922,4.44,0.794819184406258
7526,5J,ILOMNL,3.1,0.653,3.81,0.8618283321702721
7527,5J,ILOMNL,2.6,0.763,2.97,0.8618283321702721
7528,5J,ILOMNL,4.6,0.695,5.51,0.8618283321702721
7529,5J,ILOMNL,4.8,0.691,5.32,0.8618283321702721
7530,5J,ILOMNL,4.3999999999999995,0.72,5.08,0.8618283321702721
7531,5J,ILOMNL,3.0,0.775,3.39,0.8618283321702721
7532,5J,ILOMNL,3.5999999999999996,0.681,4.79,0.8618283321702721
7534,5J,MNLTPE,2.1,0.754,2.4,0.7129238943584935
7535,5J,MNLTPE,2.7,0.688,2.18,0.7129238943584935
7539,5J,MNLTUG,7.000000000000001,0.755,7.98,1.057088936069828
7552,5J,MPHCEB,2.5,0.639,3.89,0.794819184406258
7553,5J,MPHCEB,4.6,0.606,5.56,0.794819184406258
7556,5J,MNLILO,4.6,0.949,3.81,0.8299604559199814
7559,5J,MNLILO,0.6,0.699,1.27,0.8299604559199814
7562,5J,MNLILO,4.1000000000000005,0.812,4.3,0.8299604559199814
7565,5J,MNLLAO,1.7000000000000002,0.468,5.91,1.2040453434096465
7566,5J,MNLLAO,3.2,0.522,6.99,1.2040453434096465
7567,5J,MNLLAO,2.1999999999999997,0.452,6.45,1.2040453434096465
7568,5J,MNLHKG,8.200000000000001,0.734,5.88,0.5621479534359745
7569,5J,MNLHKG,3.5000000000000004,0.584,3.27,0.5621479534359745
7570,5J,MNLHKG,1.5,0.76,1.31,0.5621479534359745
7571,5J,MNLHKG,1.9,0.697,1.53,0.5621479534359745
7573,5J,MPHMNL,4.0,0.718,4.26,0.7176495103146489
7574,5J,MPHMNL,2.4,0.803,3.19,0.7176495103146489
7575,5J,MPHMNL,4.2,0.516,5.85,0.7176495103146489
7577,5J,MPHMNL,3.2,0.711,3.61,0.7176495103146489
7578,5J,MPHMNL,3.3000000000000003,0.522,4.44,0.7176495103146489
7579,5J,MPHMNL,2.1,0.517,2.78,0.7176495103146489
7581,5J,OZCMNL,6.6000000000000005,0.876,8.6,1.8263127524523948
7586,5J,MNLPPS,5.0,0.822,5.56,1.1664014548761081
7587,5J,MNLPPS,7.199999999999999,0.926,7.83,1.1664014548761081
7594,5J,MNLSGN,1.7999999999999998,0.699,1.69,0.5842162590355481
7598,5J,MNLSGN,4.6,0.681,3.72,0.5842162590355481
7605,DG,BXUCEB,9.9,0.897,8.97,1.3880686953901777
7606,DG,BXUCEB,4.3999999999999995,0.949,6.41,1.3880686953901777
7607,DG,BXUCEB,2.8000000000000003,0.872,5.13,1.3880686953901777
7608,DG,CEBBCD,2.4,0.846,2.56,0.716975581053251
7609,DG,CEBBCD,6.6000000000000005,0.897,6.41,0.716975581053251
7611,DG,CEBBCD,3.9,0.821,3.85,0.716975581053251
7615,5J,MNLMPH,2.1999999999999997,0.824,3.72,1.1310689727026464
7616,5J,MNLMPH,3.1,0.7,5.0,1.1310689727026464
7620,5J,MNLMPH,1.3,0.763,2.69,1.1310689727026464
7621,5J,MNLMPH,2.8000000000000003,0.71,4.84,1.1310689727026464
7623,5J,MNLMPH,4.3999999999999995,0.715,6.45,1.1310689727026464
7624,5J,MNLMPH,3.8,0.723,6.38,1.1310689727026464
7625,5J,MNLMPH,2.3,0.793,3.72,1.1310689727026464
7627,5J,MNLHKG,2.5,0.837,1.74,0.5621479534359745
7628,5J,MNLHKG,2.0,0.682,1.53,0.5621479534359745
7629,5J,MNLHKG,1.7000000000000002,0.867,1.09,0.5621479534359745
7630,5J,MNLHKG,2.1,0.874,1.31,0.5621479534359745
7632,5J,MNLILO,3.3000000000000003,0.784,3.39,0.8299604559199814
7634,5J,MNLILO,4.5,0.953,4.24,0.8299604559199814
7635,5J,MNLILO,5.1,0.926,4.79,0.8299604559199814
7637,5J,MNLHAN,5.0,0.657,5.51,0.8043066942967835
7639,5J,MNLHKG,2.1,0.815,1.31,0.5621479534359745
7640,5J,MNLHKG,2.5,0.858,1.96,0.5621479534359745
7641,5J,MNLHKG,4.2,0.63,3.49,0.5621479534359745
7642,5J,MNLHKG,4.1000000000000005,0.636,3.49,0.5621479534359745
7643,5J,MNLHKG,7.8,0.699,5.88,0.5621479534359745
7644,5J,MNLHKG,1.9,0.593,1.74,0.5621479534359745
7645,5J,MNLHKG,3.4000000000000004,0.63,2.83,0.5621479534359745
7646,5J,MNLHKG,2.1999999999999997,0.667,1.74,0.5621479534359745
7650,5J,MNLILO,4.2,0.994,3.89,0.8299604559199814
7652,5J,MNLILO,6.1,0.989,5.0,0.8299604559199814
7653,5J,MNLTAC,3.1,0.49,6.7,1.6230784587742064
7654,5J,MNLTAC,4.0,0.624,7.22,1.6230784587742064
7655,5J,MNLTAC,2.9000000000000004,0.894,5.32,1.6230784587742064
7656,5J,MNLTAC,6.0,0.819,8.51,1.6230784587742064
7658,5J,MNLTAC,3.6999999999999997,0.72,6.99,1.6230784587742064
7660,5J,MNLTAC,4.5,0.575,8.6,1.6230784587742064
7662,5J,MNLTAG,4.8,0.833,5.56,0.9247662535333768
7665,5J,MPHMNL,3.1,0.707,3.72,0.7176495103146489
7666,5J,MPHMNL,3.5999999999999996,0.681,4.26,0.7176495103146489
7667,5J,MPHMNL,1.4000000000000001,0.92,1.72,0.7176495103146489
7668,5J,MPHMNL,3.5000000000000004,0.622,5.0,0.7176495103146489
7671,5J,MPHMNL,4.3,0.71,5.91,0.7176495103146489
7673,5J,MPHMNL,3.9,0.72,3.76,0.7176495103146489
7675,5J,MPHMNL,3.0,0.713,3.72,0.7176495103146489
7676,5J,MPHMNL,3.9,0.707,4.79,0.7176495103146489
7677,5J,MPHMNL,1.6,0.697,2.13,0.7176495103146489
7678,5J,PAGMNL,5.6000000000000005,0.995,8.06,2.292858571714343
7690,5J,PPSMNL,5.0,0.695,7.63,1.2264150943396226
7691,5J,PPSMNL,4.6,0.686,6.38,1.2264150943396226
7692,5J,PPSMNL,5.4,0.804,6.96,1.2264150943396226
7693,5J,PPSMNL,4.8,0.957,6.09,1.2264150943396226
7713,5J,GESMNL,3.0,0.66,5.66,1.4913446406714461
7714,5J,GESMNL,4.7,0.873,6.36,1.4913446406714461
7716,5J,HANMNL,1.9,0.665,2.12,0.6893413821064961
7717,5J,HANMNL,2.1999999999999997,0.699,2.54,0.6893413821064961
7719,5J,HANMNL,4.5,0.623,4.66,0.6893413821064961
7728,5J,HKGMNL,1.0999999999999999,0.78,0.87,0.570409312805107
7731,5J,HKGMNL,4.2,0.749,3.7,0.570409312805107
7732,5J,HKGMNL,5.1,0.786,3.7,0.570409312805107
7733,5J,HKGMNL,4.9,0.817,2.61,0.570409312805107
7734,5J,CEBMNL,3.9,0.894,2.78,0.5153443964537395
7736,5J,CEBMNL,6.3,0.883,4.44,0.5153443964537395
7738,5J,CEBMNL,7.1,0.883,4.26,0.5153443964537395
7739,5J,CEBMNL,6.4,0.75,5.0,0.5153443964537395
7743,5J,CGYMNL,2.6,1.026,4.78,1.5290280495759947
7745,5J,MNLILO,4.8,0.66,5.85,0.8299604559199814
7746,5J,MNLILO,5.2,0.86,4.66,0.8299604559199814
7748,5J,MNLILO,5.6000000000000005,0.944,3.33,0.8299604559199814
7749,5J,MNLILO,2.5,0.644,3.39,0.8299604559199814
7750,5J,MNLILO,2.1999999999999997,0.589,3.81,0.8299604559199814
7757,5J,MNLMPH,2.1999999999999997,0.771,3.72,1.1310689727026464
7759,5J,MNLMPH,3.0,0.739,4.26,1.1310689727026464
7772,5J,RXSMNL,4.9,0.968,5.32,1.4453613403350838
7773,5J,RXSMNL,6.6000000000000005,0.883,7.78,1.4453613403350838
7774,5J,RXSMNL,2.4,0.936,4.26,1.4453613403350838
7775,5J,RXSMNL,4.7,0.941,7.45,1.4453613403350838
7778,5J,SGNMNL,3.5999999999999996,0.619,2.97,0.5555005446083771
7785,5J,MNLSYD,3.2,0.871,1.96,0.5203797971045886
7786,5J,MNLSYD,3.4000000000000004,0.867,1.96,0.5203797971045886
7788,5J,MNLTAC,4.0,0.952,5.85,1.6230784587742064
7791,5J,MNLTAC,3.6999999999999997,0.582,7.22,1.6230784587742064
7796,5J,MNLPPS,5.8999999999999995,0.891,7.39,1.1664014548761081
7798,5J,MNLPPS,4.3999999999999995,0.826,5.65,1.1664014548761081
7803,DG,CEBCGY,5.6000000000000005,0.821,6.41,0.8611700515307669
7806,DG,CEBCYP,4.5,0.795,6.41,0.9959362300718975
7809,DG,CEBMBT,1.7999999999999998,0.667,3.85,1.0607651912978244
7812,5J,MNLBCD,8.3,0.961,8.89,0.9772158933036955
7813,5J,MNLBCD,4.9,0.952,5.32,0.9772158933036955
7815,5J,MNLBKK,3.0,0.795,3.05,1.0251713675693899
7816,5J,MNLTUG,5.0,0.716,6.7,1.057088936069828
7818,5J,MNLTUG,3.2,0.742,4.12,1.057088936069828
7821,5J,MPHCEB,4.3,0.839,4.44,0.794819184406258
7822,5J,MPHCEB,2.8000000000000003,0.75,3.72,0.794819184406258
7823,5J,MPHCEB,4.9,0.559,6.38,0.794819184406258
7827,5J,OZCMNL,3.9,0.844,6.99,1.8263127524523948
7829,5J,PPSMNL,5.5,0.887,6.45,1.2264150943396226
7834,5J,SGNMNL,5.0,0.597,4.66,0.5555005446083771
7835,5J,SGNMNL,3.6999999999999997,0.534,3.81,0.5555005446083771
7836,5J,SGNMNL,3.8,0.58,3.72,0.5555005446083771
7837,5J,SGNMNL,3.5999999999999996,0.61,2.97,0.5555005446083771
7843,5J,MNLMPH,2.5,0.793,4.79,1.1310689727026464
7844,5J,MNLMPH,3.4000000000000004,0.723,5.32,1.1310689727026464
7845,5J,MNLOZC,3.4000000000000004,0.812,7.53,1.6168493941142528
7847,5J,MNLPPS,4.6,0.63,6.97,1.1664014548761081
7848,5J,MNLPPS,5.3,0.649,5.45,1.1664014548761081
7849,5J,MNLPPS,8.0,0.833,8.6,1.1664014548761081
7851,5J,MNLPPS,4.1000000000000005,0.796,5.38,1.1664014548761081
7853,5J,MNLPPS,3.8,0.728,5.56,1.1664014548761081
7856,5J,MNLSGN,4.3999999999999995,0.572,4.24,0.5842162590355481
7866,DG,CEBPAG,4.8,0.872,5.13,0.7483970248781739
7874,5J,TAGMNL,3.2,0.922,3.33,1.0478364861926506
7875,5J,TAGMNL,1.0,0.481,2.61,1.0478364861926506
7876,5J,TAGMNL,3.2,0.658,5.01,1.0478364861926506
7879,5J,TAGMNL,5.5,0.996,6.09,1.0478364861926506
7880,5J,TAGMNL,3.0,0.826,4.35,1.0478364861926506
7881,5J,TAGMNL,5.6000000000000005,0.848,5.65,1.0478364861926506
7885,5J,MPHMNL,3.1,0.718,3.72,0.7176495103146489
7887,5J,MPHMNL,2.7,0.686,3.19,0.7176495103146489
7888,5J,MPHMNL,4.1000000000000005,0.713,4.79,0.7176495103146489
7889,5J,MPHMNL,2.1,0.736,3.45,0.7176495103146489
7890,5J,MPHMNL,5.6000000000000005,0.676,6.91,0.7176495103146489
7891,5J,MPHMNL,1.3,0.741,2.3,0.7176495103146489
7892,5J,MPHMNL,3.3000000000000003,0.672,4.44,0.7176495103146489
7894,5J,MPHMNL,5.2,0.528,7.22,0.7176495103146489
7900,5J,MNLMFM,2.1,0.915,1.06,0.5174290336814238
7901,5J,MNLMFM,4.3,0.787,2.66,0.5174290336814238
7902,5J,MNLMFM,7.3999999999999995,0.894,4.26,0.5174290336814238
7903,5J,MNLMFM,3.5000000000000004,0.686,2.13,0.5174290336814238
7905,5J,MNLMPH,3.1,0.739,5.0,1.1310689727026464
7912,5J,MNLPAG,3.6999999999999997,0.973,6.99,2.2936587317463495
7918,5J,MNLPPS,4.7,0.881,4.66,1.1664014548761081
7919,5J,MNLPPS,4.3999999999999995,0.958,5.93,1.1664014548761081
7920,5J,MNLPPS,3.6999999999999997,0.974,5.22,1.1664014548761081
7923,5J,PPSCEB,4.9,0.674,2.61,1.0284285338246908
7926,5J,PPSILO,2.1999999999999997,0.728,2.78,0.761030419292957
7927,5J,PPSILO,3.6999999999999997,0.772,4.44,0.761030419292957
7928,5J,PPSILO,1.7000000000000002,0.772,2.78,0.761030419292957
7929,5J,PPSMNL,4.3999999999999995,0.737,7.2,1.2264150943396226
7930,5J,PPSMNL,3.6999999999999997,0.809,5.93,1.2264150943396226
7931,5J,PPSMNL,2.1999999999999997,0.864,3.39,1.2264150943396226
7933,5J,PPSMNL,5.0,0.789,6.97,1.2264150943396226
7942,DG,CGYCEB,8.3,0.949,8.97,1.0300090936647468
7943,DG,CGYCEB,7.000000000000001,0.885,7.69,1.0300090936647468
7944,DG,CGYCEB,7.7,0.987,7.69,1.0300090936647468
7945,DG,CGYCEB,4.1000000000000005,0.987,5.13,1.0300090936647468
7946,DG,CGYCEB,3.8,0.679,6.41,1.0300090936647468
7947,DG,DGTCEB,7.3,1.013,7.69,0.9254915488099345
7948,DG,DGTCEB,1.5,0.962,2.56,0.9254915488099345
7949,5J,MNLSGN,3.0,0.712,2.54,0.5842162590355481
7950,5J,MNLSGN,2.6,0.708,2.12,0.5842162590355481
7951,5J,MNLSGN,5.0,0.627,4.66,0.5842162590355481
7952,5J,MNLSYD,4.3999999999999995,0.819,2.61,0.5203797971045886
7954,5J,MNLTAC,5.1,0.782,6.38,1.6230784587742064
7957,5J,MNLTAC,4.8,0.715,8.6,1.6230784587742064
7964,5J,TACMNL,5.3,0.768,8.25,1.688360950289479
7965,5J,TACMNL,2.5,0.655,5.15,1.688360950289479
7966,5J,TACMNL,1.5,0.67,3.61,1.688360950289479
7967,5J,TACMNL,2.3,0.634,5.38,1.688360950289479
7969,5J,TAGDVO,4.7,0.703,5.93,0.9465787679017958
7971,5J,TAGDVO,4.8,0.784,5.08,0.9465787679017958
7979,5J,PPSILO,3.6999999999999997,0.8,3.89,0.761030419292957
7980,5J,PPSMNL,4.1000000000000005,0.665,6.78,1.2264150943396226
7982,5J,PPSMNL,5.1,0.775,6.78,1.2264150943396226
7986,5J,PPSMNL,4.5,0.891,4.78,1.2264150943396226
7988,5J,PPSMNL,6.0,0.813,7.39,1.2264150943396226
7989,5J,PPSMNL,3.5000000000000004,0.796,5.22,1.2264150943396226
7995,5J,TUGMNL,3.3000000000000003,0.732,4.12,0.9915074309978769
7997,5J,TUGMNL,4.8,0.727,6.19,0.9915074309978769
8001,5J,ZAMDVO,5.6000000000000005,0.86,4.3,0.5355501486888348
8002,5J,ZAMDVO,3.8,0.844,2.69,0.5355501486888348
8004,5J,CGYMNL,2.7,0.987,4.35,1.5290280495759947
8005,5J,CGYMNL,4.3,0.978,6.11,1.5290280495759947
8006,5J,CGYMNL,4.3999999999999995,1.004,5.08,1.5290280495759947
8008,5J,CRKDVO,4.1000000000000005,0.789,5.56,1.0927877660673693
8009,5J,CRKDVO,2.6,0.674,4.66,1.0927877660673693
8010,5J,TAGMNL,1.5,0.77,3.04,1.0478364861926506
8011,5J,TAGMNL,5.8999999999999995,0.996,6.52,1.0478364861926506
8013,5J,TPEMNL,2.1,0.59,2.61,0.6597905922800438
8021,5J,TUGMNL,3.0,0.824,4.26,0.9915074309978769
8022,5J,TUGMNL,4.7,0.734,5.32,0.9915074309978769
8033,5J,RXSMNL,5.800000000000001,0.85,7.22,1.4453613403350838
8035,5J,RXSMNL,5.6000000000000005,0.952,5.85,1.4453613403350838
8036,5J,RXSMNL,4.8,0.904,6.91,1.4453613403350838
8037,5J,SGNMNL,5.6000000000000005,0.606,5.51,0.5555005446083771
8044,5J,TACDVO,4.6,0.774,4.84,0.8666296193387052
8046,5J,TACMNL,1.7000000000000002,0.928,4.64,1.688360950289479
8047,5J,TACMNL,5.3,0.897,6.7,1.688360950289479
8051,DG,BXUCEB,8.9,0.974,7.69,1.3880686953901777
8053,DG,BXUCEB,3.0,0.897,5.13,1.3880686953901777
8054,DG,BXUCEB,4.7,0.897,5.13,1.3880686953901777
8057,DG,CEBCGM,6.2,0.872,6.41,0.7273313972249112
8059,DG,CEBCGM,2.1999999999999997,0.795,2.56,0.7273313972249112
8061,5J,MPHCEB,7.6,0.828,8.33,0.794819184406258
8063,5J,MNLPPS,3.9,0.8,4.78,1.1664014548761081
8065,5J,MNLPPS,4.3,0.678,6.09,1.1664014548761081
8067,5J,MNLSGN,5.3,0.75,3.39,0.5842162590355481
8068,5J,MNLSGN,1.9,0.712,2.12,0.5842162590355481
8069,5J,MNLSGN,3.5000000000000004,0.708,3.39,0.5842162590355481
8078,5J,DADMNL,3.2,0.64,5.51,1.048324478953821
8082,5J,DPSMNL,3.2,0.911,2.97,0.8198955659792903
8084,5J,DPSMNL,3.4000000000000004,0.831,3.39,0.8198955659792903
8098,5J,ZAMILO,2.4,0.594,5.0,1.2767376250320595
8103,5J,ZAMTWT,3.6999999999999997,0.761,5.0,1.3041575492341357
8104,5J,ZAMTWT,3.6999999999999997,0.711,6.11,1.3041575492341357
8106,DG,BCDCEB,6.1,0.885,5.13,0.7513974698440717
8108,DG,BCDCEB,2.6,0.795,2.56,0.7513974698440717
8109,DG,BCDCEB,3.1,0.679,3.85,0.7513974698440717
8110,DG,BCDCEB,6.0,0.821,6.41,0.7513974698440717
8111,DG,BCDCEB,2.1,0.731,3.85,0.7513974698440717
8116,5J,MNLDVO,2.9000000000000004,0.552,6.7,1.2708374191017846
8117,5J,MNLDVO,3.3000000000000003,0.67,6.19,1.2708374191017846
8121,5J,MNLDVO,3.4000000000000004,0.532,6.54,1.2708374191017846
8122,5J,MNLDVO,2.3,0.575,4.58,1.2708374191017846
8123,5J,MNLDVO,1.0,0.634,3.27,1.2708374191017846
8125,5J,TACMNL,3.5999999999999996,0.835,5.85,1.688360950289479
8126,5J,TACMNL,3.3000000000000003,0.926,4.26,1.688360950289479
8127,5J,TAGMNL,5.2,0.883,6.11,1.0478364861926506
8128,5J,TAGMNL,6.9,0.961,6.67,1.0478364861926506
8129,5J,TAGMNL,2.1,0.516,3.27,1.0478364861926506
8130,5J,TAGMNL,3.9,0.516,6.97,1.0478364861926506
8132,5J,TAGMNL,2.6,0.649,4.14,1.0478364861926506
8133,5J,TAGMNL,4.8,0.83,5.65,1.0478364861926506
8134,5J,TAGMNL,1.6,0.957,2.61,1.0478364861926506
8135,5J,TAGMNL,6.0,0.991,6.52,1.0478364861926506
8136,5J,HKGMNL,3.5999999999999996,0.817,3.05,0.570409312805107
8141,5J,ILOCGY,4.5,0.861,2.78,0.5316990701606086
8143,5J,ILOCGY,4.5,0.883,3.89,0.5316990701606086
8144,5J,ILOCGY,3.1,0.767,3.33,0.5316990701606086
8146,5J,ILOMNL,4.3,0.963,4.79,0.8618283321702721
8147,5J,ILOMNL,4.5,0.936,3.72,0.8618283321702721
8148,5J,ILOMNL,4.2,0.657,5.51,0.8618283321702721
8150,5J,ILOMNL,5.2,0.978,5.0,0.8618283321702721
8152,5J,PPSMNL,3.5999999999999996,0.815,4.36,1.2264150943396226
